20200929|6888804014532|137|4302.92|0|0.0|0|0.0|27.96|
00000012|0001|2020092900114881116528685905|2.18|2020092900114881116528685905|2.18|0.0|20200929110124|00|0.01||||||
00000012|0001|2020092900200690751276801679|15.0|2020092900200690751276801679|15.0|0.0|20200929200028|00|0.1||||||
00000012|0001|202009290021178136366637992|10.0|202009290021178136366637992|10.0|0.0|20200929210045|00|0.06||||||
00000012|0001|2020092901110700591279641001|100.1|2020092901110700591279641001|100.1|0.0|20200929110137|00|0.65||||||
00000012|0001|2020092901182522241061169860|50.1|2020092901182522241061169860|50.1|0.0|20200929180147|00|0.33||||||
00000012|0001|2020092901220345491284029296|4.0|2020092901220345491284029296|4.0|0.0|20200929220120|00|0.03||||||
00000012|0001|2020092902123861681303515628|2.18|2020092902123861681303515628|2.18|0.0|20200929120304|00|0.01||||||
00000012|0001|202009290316207725607154601|6.0|202009290316207725607154601|6.0|0.0|20200929160343|00|0.04||||||
00000012|0001|202009290413398065730238216|51.0|202009290413398065730238216|51.0|0.0|20200929130528|00|0.33||||||
00000012|0001|2020092904224750661315143014|31.9|2020092904224750661315143014|31.9|0.0|20200929220509|00|0.21||||||
00000012|0001|2020092905112460511381209867|55.22|2020092905112460511381209867|55.22|0.0|20200929110544|00|0.36||||||
00000012|0001|2020092905114959011192603334|50.1|2020092905114959011192603334|50.1|0.0|20200929110618|00|0.33||||||
00000012|0001|2020092905172066541241966620|10.4|2020092905172066541241966620|10.4|0.0|20200929170542|00|0.07||||||
00000012|0001|2020092905182833701373208223|29.1|2020092905182833701373208223|29.1|0.0|20200929180552|00|0.19||||||
00000012|0001|202009290614042299752695334|10.5|202009290614042299752695334|10.5|0.0|20200929140632|00|0.07||||||
00000012|0001|2020092908112428091012742677|2.1|2020092908112428091012742677|2.1|0.0|20200929110854|00|0.01||||||
00000012|0001|202009290819338719730238749|30.0|202009290819338719730238749|30.0|0.0|20200929190925|00|0.2||||||
00000012|0001|2020092908211958961172754305|10.5|2020092908211958961172754305|10.5|0.0|20200929210843|00|0.07||||||
00000012|0001|2020092909110467137519950386|15.6|2020092909110467137519950386|15.6|0.0|20200929110928|00|0.1||||||
00000012|0001|202009290911407513995701048|16.64|202009290911407513995701048|16.64|0.0|20200929111007|00|0.11||||||
00000012|0001|2020092909130753129289409091|2.08|2020092909130753129289409091|2.08|0.0|20200929131116|00|0.01||||||
00000012|0001|2020092909151799931381504183|40.0|2020092909151799931381504183|40.0|0.0|20200929150959|00|0.26||||||
00000012|0001|202009290917123891836143990|10.1|202009290917123891836143990|10.1|0.0|20200929170928|00|0.07||||||
00000012|0001|202009291011011736179079775|10.1|202009291011011736179079775|10.1|0.0|20200929111021|00|0.07||||||
00000012|0001|202009291011481277916104697|58.0|202009291011481277916104697|58.0|0.0|20200929111130|00|0.38||||||
00000012|0001|2020092910125589321145737272|6.1|2020092910125589321145737272|6.1|0.0|20200929121140|00|0.04||||||
00000012|0001|2020092910214382711373204442|29.1|2020092910214382711373204442|29.1|0.0|20200929211112|00|0.19||||||
00000012|0001|2020092911175254881337248927|5.0|2020092911175254881337248927|5.0|0.0|20200929171229|00|0.03||||||
00000012|0001|2020092911205298521342061868|104.1|2020092911205298521342061868|104.1|0.0|20200929201229|00|0.68||||||
00000012|0001|2020092912145034801275861932|60.1|2020092912145034801275861932|60.1|0.0|20200929141320|00|0.39||||||
00000012|0001|2020092912185036211380069879|20.9|2020092912185036211380069879|20.9|0.0|20200929181321|00|0.14||||||
00000012|0001|2020092912190495461381198865|41.7|2020092912190495461381198865|41.7|0.0|20200929191232|00|0.27||||||
00000012|0001|2020092912224601681284121859|1.14|2020092912224601681284121859|1.14|0.0|20200929221321|00|0.01||||||
00000012|0001|2020092913124542811172759845|10.5|2020092913124542811172759845|10.5|0.0|20200929121442|00|0.07||||||
00000012|0001|2020092915101533701368734720|198.1|2020092915101533701368734720|198.1|0.0|20200929101539|00|1.29||||||
00000012|0001|202009291511138210437065929|25.1|202009291511138210437065929|25.1|0.0|20200929111536|00|0.16||||||
00000012|0001|2020092915121133621300499768|5.2|2020092915121133621300499768|5.2|0.0|20200929121538|00|0.03||||||
00000012|0001|2020092915130410131219104224|5.0|2020092915130410131219104224|5.0|0.0|20200929131527|00|0.03||||||
00000012|0001|2020092916114621361061168031|50.1|2020092916114621361061168031|50.1|0.0|20200929111713|00|0.33||||||
00000012|0001|2020092917110133901373225177|119.1|2020092917110133901373225177|119.1|0.0|20200929111722|00|0.77||||||
00000012|0001|2020092917112298001315123433|3.2|2020092917112298001315123433|3.2|0.0|20200929111750|00|0.02||||||
00000012|0001|202009291715290255730239105|20.0|202009291715290255730239105|20.0|0.0|20200929151755|00|0.13||||||
00000012|0001|2020092918164416751373571628|10.5|2020092918164416751373571628|10.5|0.0|20200929161914|00|0.07||||||
00000012|0001|2020092918182172871187387076|1.5|2020092918182172871187387076|1.5|0.0|20200929181842|00|0.01||||||
00000012|0001|2020092919115557137543314971|50.1|2020092919115557137543314971|50.1|0.0|20200929112017|00|0.33||||||
00000012|0001|2020092920142093591377048339|6.1|2020092920142093591377048339|6.1|0.0|20200929142055|00|0.04||||||
00000012|0001|2020092920152682631187385987|1.5|2020092920152682631187385987|1.5|0.0|20200929152047|00|0.01||||||
00000012|0001|2020092921100356331341557032|1.0|2020092921100356331341557032|1.0|0.0|20200929102141|00|0.01||||||
00000012|0001|2020092921125646991177684295|10.4|2020092921125646991177684295|10.4|0.0|20200929122316|00|0.07||||||
00000012|0001|2020092921180121651276162386|11.0|2020092921180121651276162386|11.0|0.0|20200929182145|00|0.07||||||
